e52,e23,x38,xv38,vinqi
TANDEM,tandem,tandem,,एक के पीछे एक की क्रमबद्धता
TANDOOR,tandoor,tandoor,,तंदूर
TANDOORI,tandoori,tandoori,,तंदूरी
TANG,tang,tang,,चट्टानी शैवाल
TANGENT,tangent,tangent,,स्पर्शरेखा
TANGENTIAL,tangential,tangential,,ऊपरी तौर से प्रासंगिक
TANGENTIALLY,tangentially,tangentially,,ऊपरी तौर से
TANGERINE,tangerine,tangxrine,,संतरा
TANGIBLE,tangible,tangible,,इंद्रियगोचर
TANGIBLY,tangibly,tangibly,,सुनिश्चित रूप से
TANGINESS,tanginess,tanginess,,चरपरापन
TANGLE,tangle,tangle,,उलझ जाना
TANGLED,tangled,tangled,,उलझा हुआ
TANGO,tango,tango,,एक प्रकार का नृत्य
TANGY,tangy,tangy,,तीखा
TANK,tank,tank,,उग्र कैदियों की काल कोठरी
TANKARD,tankard,tankard,,बडा प्याला
TANKFUL,tankful,tankful,,टंकी
TANLESPOONFULL,tanlespoonfull,tanlespoonfull,,बड़ा चम्मच भर
TANNED,tanned,tanned,,धूप से तप्त
TANNER,tanner,tannxr,,चर्मशोधक
TANNERY,tannery,tannxry,,चमड़ा बनाने का कारखाना
TANNIC,tannic,tannik,,टैनिक
TANNIN,tannin,tannin,,टैनिन
TANNOY,tannoy,tannoy,,ध्वनिक्षेपक
TANTALISATION,tantalisation,tantalisation,,ललचाना
TANTALISE,tantalise,tantalise,,तरसाना
TANTALISING,tantalising,tantalising,,चाह जगाने वाला
TANTALISINGLY,tantalisingly,tantalisingly,,ललचाने वाले अंदाज़ में
TANTALIZATION,tantalization,tantalization,,ललचाना
TANTALIZE,tantalize,tantalize,,तरसाना
TANTALIZING,tantalizing,tantalizing,,चाह जगाने वाला
TANTALIZINGLY,tantalizingly,tantalizingly,,ललचाने वाले अंदाज़ में
TANTAMOUNT,tantamount,tantamount,,बराबर
TANTRUM,tantrum,tantrum,,चिड़चिड़ेपन का दौरा
TANZANIA,tanzania,tanzania,,तंज़ानिया
TAP,tap,tap,,क्षार निकालना
TAPDANCE,tapdance,tapdanse,,टैप डांस करना
TAPE,tape,tape,,अभिलेखन करना
TAPER,taper,tapxr,,तंग करना
TAPESTRIED,tapestried,tapestried,,टैपेस्ट्री से सुसज्जित
TAPESTRY,tapestry,tapestry,,चित्र यवनिका
TAPEWORM,tapeworm,tapiyuorm,,फ़ीता कृमि
TAPIOCA,tapioca,tapioka,,कसावा
TAPIR,tapir,tapir,,टैपिर
TAPROOT,taproot,taproot,,जड़
TAR,tar,tar,,अलकतरा
TARADIDDLE,taradiddle,taradiddle,,झूठ
TARANDUS,tarandus,tarandus,,रेन्जिङर टैरैंडस
TARANTULA,tarantula,tarantula,,टैरंटुला
TARDILY,tardily,tardily,,आहिस्ता
TARDINESS,tardiness,tardiness,,अस्कत
TARDY,tardy,tardy,,अस्कती
TARE,tare,tare,,मोठ घास
TARGET,target,target,,क्षेत्र
TARIFF,tariff,tariff,,दण्ड विधा
TARMAC,tarmac,tarmak,,तारकोली रोड़ी ढलना
TARMACADAM,tarmacadam,tarmakadam,,तारकोली रोड़ी
TARNISH,tarnish,tarnish,,कलंकित करना
TAROT,tarot,tarot,,टैरो
TARP,tarp,tarp,,तिरपाल
TARPAULIN,tarpaulin,tarpaulin,,तिरपाल
TARRADIDDLE,tarradiddle,tarradiddle,,झूठ
TARRAGON,tarragon,tarragon,,एक प्रकार का पेड़ जिसके पते  का स्वाद तीखा होता है तथा जिससे भोजन  का स्वाद  बढता है
TARRY,tarry,tarry,,कोलतारी
TART,tart,tart,,कटु
TARTAN,tartan,tartan,,ऊनी चारखानेदार कपड़ा
TARTAR,tartar,tartar,,क्रोधी व्यक्ति
TARTLET,tartlet,tartlet,,छोटा टार्ट
TARTLY,tartly,tartly,,कटुतापूर्वक
TARTNESS,tartness,tartness,,कटुता
TASHAN,tashan,tashan,,बड़े द्विपा्दिय ओर्निथिस्कियन डायनासोर
TASIMETER,tasimeter,tasimetxr,,तापमान का अन्तर जानने का बिजली का एक यन्त्र
TASK,task,task,,काम देना
TASKFORCE,taskforce,taskforse,,कृत्यक बल
TASKMASTER,taskmaster,taskmastxr,,कस कर काम कराने वाला
TASMAN,tasman,tasman,,टैज़मन
TASSEL,tassel,tassel,,फुंदना
TASSELED,tasseled,tasseled,,फुंदनेदार
TASSELLED,tasselled,tasselled,,फुंदनेदार
TASTE,taste,taste,,अनुभव करना
TASTEFUL,tasteful,tasteful,,रुचिपूर्ण
TASTEFULLY,tastefully,tastefully,,सुरुचिसंपन्न ढंग से
TASTEFULNESS,tastefulness,tastefulness,,सुरुचिपूर्ण शालीनता
TASTELESS,tasteless,tasteless,,घटिया
TASTELESSLY,tastelessly,tastelessly,,सुरुचिहीन ढंग से
TASTELESSNESS,tastelessness,tastelessness,,सुरुचिहीनता
TASTER,taster,tastxr,,चखने वाला
TASTING,tasting,tasting,,अल्प मात्रा
TASTY,tasty,tasty,,मज़ेदार
TAT,tat,tat,,कथ्यपरक मूल्यांकन परीक्षा
TATAR,tatar,tatar,,तातार
TATER,tater,tatxr,,सफ़ेद आलू
TATTER,tatter,tattxr,,चिथड़ा
TATTERDEMALION,tatterdemalion,tattxrdemalion,,चीथड़ा पहना
TATTERED,tattered,tattxred,,जीर्ण शीर्ण
TATTLE,tattle,tattle,,कहा
TATTLER,tattler,tattlxr,,चुगलखोर
TATTLETALE,tattletale,tattletale,,चुगलखोर
TATTOO,tattoo,tattoo,,गुदना गुदाई
TATTY,tatty,tatty,,फटा पुराना
TAUNT,taunt,taunt,,अवमानना
TAUNTING,taunting,taunting,,अवमानना
TAUNTINGLY,tauntingly,tauntingly,,चिढ़ाने के अंदाज़ में
TAUREAN,taurean,taurean,,वृष राशि का
TAURUS,taurus,taurus,,वृष राशि में जन्मा व्यक्ति
TAUT,taut,taut,,कस कर तना हुआ
TAUTEN,tauten,tauten,,कस जाना
TAUTLY,tautly,tautly,,कस कर
TAUTNESS,tautness,tautness,,कसाव
TAUTOLOGIC,tautologic,tautologik,,पुनरुक्तात्मक
TAUTOLOGICAL,tautological,tautologikal,,पुनरुक्तात्मक
TAUTOLOGOUS,tautologous,tautologous,,पुनरुक्तात्मक
TAUTOLOGY,tautology,tautology,,पुनरुक्ति
TAVERN,tawern,tawxrn,,पथिकाश्रम
TAW,taw,taw,,कंचा
TAWDRINESS,tawdriness,tawdriness,,भड़कीलापन
TAWDRY,tawdry,tawdry,,घटिया
TAWNY,tawny,tawny,,कपिल
TAX,tax,tax,,अधिक जोर डलना
TAXABLE,taxable,taxable,,कर योग्य
TAXATION,taxation,taxation,,कर लगाना
TAXI,taxi,taxi,,टैक्सी में जाना
TAXIDERMIST,taxidermist,taxidxrmist,,चर्म प्रसाधक
TAXIDERMY,taxidermy,taxidxrmy,,चर्म प्रसाधन
TAXING,taxing,taxing,,भार डालना
TAXLESS,taxless,taxless,,करवंचन
TAXMAN,taxman,taxman,,कर लेने वाला
TAXONOMIC,taxonomic,taxonomik,,वर्गीकरणात्मक
TAXONOMICAL,taxonomical,taxonomikal,,वर्गीकरणात्मक
TAXONOMIST,taxonomist,taxonomist,,वर्गीकरण विज्ञानी
TAXONOMY,taxonomy,taxonomy,,वर्गीकरण पद्धति
TAXPAYER,taxpayer,taxpayxr,,कर दाता
TAYLOR,taylor,taylor,,टेलर
TB,tb,tb,,टी बी
TBSP,tbsp,tbsp,,बड़ा चम्मच्
TDS,tds,tds,,टी डी एस
TEA,tea,tea,,गो माँस चाय
TEACAKE,teacake,teakake,,चाय के साथ खाया जाने वाला केक
TEACART,teacart,teakart,,चाय नाश्ते की पहियेदार मेज़
TEACH,teach,teac,,पढ़ाना
TEACHABLE,teachable,teacable,,पाठनीय
TEACHER,teacher,teacxr,,अध्यापक
TEACHERLESS,teacherless,teacxrless,,अगुरु
TEACHERS,teachers,teacxrs,,गुरूजन
TEACHING,teaching,teacing,,अध्यापन
TEACUP,teacup,teakup,,चाय का कप
TEACUPFUL,teacupful,teakupful,,चाय का कप
TEADY,teady,teady,,अचल
TEAHOUSE,teahouse,teahouse,,चाय की दुकान
TEAK,teak,teak,,सागवान
TEAL,teal,teal,,चैती
TEAM,team,team,,उटाना
TEAMMATE,teammate,teammate,,दलसखा
TEAMSTER,teamster,teamstxr,,जोडी हाँकने वाला
TEAMWORK,teamwork,teamwork,,सहयोग भावना से किया गया कार्य
TEAPOT,teapot,teapot,,चाय की केतली
TEAR,tear,tear,,अशान्तिपूर्ण होना
TEARAWAY,tearaway,tearaway,,उतावलीपूर्ण
TEARDROP,teardrop,teardrop,,आँसू के आकार की वस्तु
TEARFUL,tearful,tearful,,अश्रुपूरि‍त
TEARFULLY,tearfully,tearfully,,आँखों में आँसू भर कर
TEARFULNESS,tearfulness,tearfulness,,अश्रुपूर्णता
TEARGAS,teargas,teargas,,अश्रु गैस
TEARING,tearing,tearing,,प्रचण्ड
TEARJERKER,tearzerker,tearzxrkxr,,अत्यधिक भावुकतापूर्ण कहानी
TEAROOM,tearoom,tearoom,,चाय का होटल
TEARY,teary,teary,,अश्रुपूर्ण आँखों वाला
TEASE,tease,tease,,अपने सौंदर्य से पुरुषों को मोहित करने वाली
TEASEL,teasel,teasel,,गोखरू
TEASER,teaser,teasxr,,उत्सुकता जगाने वाला विज्ञापन
TEASET,teaset,teaset,,टी सैट
TEASHOP,teashop,teashop,,चाय की दुकान
TEASING,teasing,teasing,,छेड़खानी
TEASINGLY,teasingly,teasingly,,उत्तेजित करते हुए
TEASLE,teasle,teasle,,गोखरू
TEASPOON,teaspoon,teaspoon,,चाय का चम्मच
TEASPOONFUL,teaspoonful,teaspoonful,,चाय का चम्मच
TEAT,teat,teat,,चूचुक
TEATIME,teatime,teatime,,चाय का समय
TEATS,teats,teats,,चुचुक
TEAZEL,teazel,teazel,,गोखरू
TEAZLE,teazle,teazle,,गोखरू
TECH,tech,tec,,तकनीकी महाविद्यालय
TECHNICAL,technical,tecnikal,,कानूनी
TECHNICALITY,technicality,tecnikality,,प्राविधिकता
TECHNICALLY,technically,tecnikally,,कानूनी दृष्टि से
TECHNICIAN,technician,tecnisian,,प्रविधिज्ञ
TECHNICOLOR,technicolor,tecnikolor,,टेक्नीकलर
TECHNICS,technics,tecniks,,कला विषय का सिद्धांत
TECHNIQUE,technikue,tecnikue,,तकनीक
TECHNOCRACY,technocracy,tecnokrasi,,उद्योगतंत्र
TECHNOCRAT,technocrat,tecnokrat,,उद्योगतंत्रवादी
TECHNOCRATIC,technocratic,tecnokratik,,उद्योगतंत्र संबंधी
TECHNOLOGICAL,technological,tecnologikal,,तकनीकी सम्बन्धी
TECHNOLOGICALLY,technologically,tecnologikally,,तकनीकी दृष्टि से
TECHNOLOGIST,technologist,tecnologist,,शिल्प विज्ञानी
TECHNOLOGY,technology,tecnology,,तंत्रज्ञान
TECHY,techy,tecy,,चिड़चिड़ा
TECTONIC,tectonic,tektonik,, पृथ्वी की सतह की सरचना से संबधित
TED,ted,ted,,टैड
TEDDY,teddy,teddy,,खिलौना भाल्
TEDIOUS,tedious,tedious,,उबाऊ
TEDIOUSLY,tediously,tediously,,उकताहट के साथ
TEDIOUSNESS,tediousness,tediousness,,उबाऊपन
TEDIUM,tedium,tedium,,अरुचि
TEE,tee,tee,,टी पर रखना
TEEM,teem,teem,,उंडेलना
TEEMFUL,teemful,teemful,,गर्भवती
TEEMING,teeming,teeming,,गर्भपूर्ण
TEEMINGNESS,teemingness,teemingness,,प्रचुरता
TEEMLESS,teemless,teemless,,ऊसर
TEEN,teen,teen,,तेरह से उन्नीस वर्ष की आयु का व्यक्ति
TEENAGE,teenage,teenage,,तेरह से उन्नीस वर्ष की आयु का
TEENAGED,teenaged,teenaged,,तेरह से उन्नीस वर्ष की आयु का
TEENAGER,teenager,teenagxr,,किशोर
TEENS,teens,teens,,किशोरावस्था
TEENSY,teensy,teensy,,बहुत छोटा
TEENTSY,teentsy,teentsy,,बहुत छोटा
TEENY,teeny,teeny,,तेरह से उन्नीस वर्ष की आयु के लोगों से संबंधित
TEEPEE,teepee,teepee,,शंकुआकार तम्बू
TEESHIRT,teeshirt,teeshirt,,टी शर्ट
TEETER,teeter,teetxr,,आगा पीछा करना
TEETH,teeth,teeth,,जबड़ा भींचना
TEETHE,teethe,teethe,,दाँत निकलना
TEETHING,teething,teething,,दंतुरण
TEETOTAL,teetotal,teetotal,,मद्य त्याग करना
TEETOTALER,teetotaler,teetotalxr,,पूर्णतया मद्यत्यागी
TEETOTALING,teetotaling,teetotaling,,मद्यत्याग
TEETOTALISM,teetotalism,teetotalism,,मद्यत्याग
TEETOTALIST,teetotalist,teetotalist,,पूर्णतया मद्यत्यागी
TEETOTALLER,teetotaller,teetotallxr,,पूर्णतया मद्यत्यागी
TEETOTUM,teetotum,teetotum,,लट्टू
TEFL,tefl,tefl,,टी ई एफ़ एल
TEHSIL,tehsil,tehsil,,अनुमण्डल
TELECAST,telecast,telekast,,दूरदर्शन पर प्रसारण करना
TELECASTED,telecasted,telekasted,,प्रसारित
TELECOMMUNICATION,telecommunication,telekommunikation,,दूरसंचार
TELECOMMUNICATIONS,telecommunications,telekommunikations,,दूर संचार
TELECOMMUTING,telecommuting,telekommuting,,घर से काम करना
TELECOMS,telecoms,telekoms,,टेलीकम्स
TELECOTTAGE,telecottage,telekottage,,टैलीकटेज
TELEFONICA,telefonica,telefonika,,टेलीफोनिका
TELEGRAM,telegram,telegram,,तार का समाचार
