e52	e23	x38	xv38	vinqi	vinqi_fonetik	pnzabi	xp38	guzraji	xg38	bNgali	xb38
tactic	tactic	txiktik	rnniji	रणनीति	टैक्टिक	রণনীতি	rnniji	রণনীতি	rnniji		
tail	tail	tel	punC	पूंछ	टेल	পূংছ	punC	পূংছ	punC		
take	take	tek	lena	लेना	टेक	লেনা	lena	লেনা	lena		
tale	tale	tel	kvani	कहानी	टेल	কহানী	kvani	কহানী	kvani		
talent	talent	txilent	prjiBa	प्रतिभा	टैलेंट	প্রতিভা	prjiBa	প্রতিভা	prjiBa		
talk	talk	tak	baj krna	बात करना	टॉक	বাত করনা	baj krna	বাত করনা	baj krna		
tall	tall	tall	lmba	लंबा	टालल	লংবা	lmba	লংবা	lmba		
tank	tank	txiNk	txiNk	टैंक	टैंक	টৈংক	txiNk	টৈংক	txiNk		
tap	tap	jp	nl	नल	तप	নল	nl	নল	nl		
tape	tape	tep	fija	फीता	टेप	ফীতা	fija	ফীতা	fija		
target	target	target	lSy	लक्ष्य	टारगेट	লক্ষ্য	lSy	লক্ষ্য	lSy		
task	task	task	kam	काम	टास्क	কাম	kam	কাম	kam		
taste	taste	tasje	swaq	स्वाद	टास्ते	স্঵াদ	swaq	স্঵াদ	swaq		
tax	tax	txiks	kr	कर	टैक्स	কর	kr	কর	kr		
taxpayer	taxpayer	txikspeyr	krqaja	करदाता	टैक्सपेयर	করদাতা	krqaja	করদাতা	krqaja		
tea	tea	tiya	cay	चाय	टिया	চায	cay	চায	cay		
teach	teach	tic	siKana	सिखाना	टीच	সিখানা	siKana	সিখানা	siKana		
teacher	teacher	ticr	SiSk	शिक्षक	टीचर	শিক্ষক	SiSk	শিক্ষক	SiSk		
teaching	teaching	ticiNg	SiSn	शिक्षण	टीचिंग	শিক্ষণ	SiSn	শিক্ষণ	SiSn		
team	team	tim	tim	टीम	टीम	টীম	tim	টীম	tim		
tear	tear	texr	xansu	आँसू	टेअर	আঁসূ	xansu	আঁসূ	xansu		
teaspoon	teaspoon	tispun	Coti cmmc	छोटी चम्मच	टीस्पून	ছোটী চম্মচ	Coti cmmc	ছোটী চম্মচ	Coti cmmc		
technical	technical	teknikl	jkniki	तकनीकी	टेक्निकल	তকনীকী	jkniki	তকনীকী	jkniki		
technique	technikue	jknik	jknik	तकनीक	तकनीक	তকনীক	jknik	তকনীক	jknik		
technology	technology	teknolazi	jkniki	तकनीकी	टेक्नोलॉजी	তকনীকী	jkniki	তকনীকী	jkniki		
teen	teen	jin	kiSor	किशोर	तीन	কিশোর	kiSor	কিশোর	kiSor		
teenager	teenager	jingr	kiSor	किशोर	तीनगर	কিশোর	kiSor	কিশোর	kiSor		
telephone	telephone	telifon	telifon	टेलीफ़ोन	टेलीफोन	টেলীফ়োন	telifon	টেলীফ়োন	telifon		
telescope	telescope	teliskop	qurbin	दूरबीन	टेलिस्कोप	দূরবীন	qurbin	দূরবীন	qurbin		
television	telewision	teliwiज़n	teliwizn	टेलीविजन	टेलीविज़न	টেলী঵িজন	teliwizn	টেলী঵িজন	teliwizn		
tell	tell	jell	bjana	बताना	तेल्ल	বতানা	bjana	বতানা	bjana		
temperature	temperature	temprecr	japman	तापमान	टेम्परेचर	তাপমান	japman	তাপমান	japman		
temporary	temporary	temprri	xsJayi	अस्थायी	टेम्पररी	অস্থাযী	xsJayi	অস্থাযী	xsJayi		
ten	ten	jen	qs	दस	तेन	দস	qs	দস	qs		
tend	tend	jenq	prwrjj vona	प्रवृत्त होना	तेंद	প্র঵ৃত্ত হোনা	prwrjj vona	প্র঵ৃত্ত হোনা	prwrjj vona		
tendency	tendency	tendensi	prwrjji	प्रवृत्ति	टेन्डेन्सी	প্র঵ৃত্তি	prwrjji	প্র঵ৃত্তি	prwrjji		
tennis	tennis	tenis	tenis	टेनिस	टेनिस	টেনিস	tenis	টেনিস	tenis		
tension	tension	tenSn	jnaw	तनाव	टेंशन	তনা঵	jnaw	তনা঵	jnaw		
tent	tent	tent	jmbu	तंबू	टेंट	তংবূ	jmbu	তংবূ	jmbu		
term	term	trm	Srj	शर्त	टर्म	শর্ত	Srj	শর্ত	Srj		
terms	terms	trms	Srje	शर्तें	टर्म्स	শর্তেং	Srje	শর্তেং	Srje		
terrible	terrible	jerrible	Byank	भयानक	तेर्रिब्ले	ভযানক	Byank	ভযানক	Byank		
territory	territory	teritri	Sejr	क्षेत्र	टेरिटरी	ক্ষেত্র	Sejr	ক্ষেত্র	Sejr		
terror	terror	terr	xajNk	आतंक	टेरर	আতংক	xajNk	আতংক	xajNk		
terrorism	terrorism	terrizm	xajNk	आतंक	टेररिज्म	আতংক	xajNk	আতংক	xajNk		
terrorist	terrorist	terrist	xajNkwaqi	आतंकवादी	टेररिस्ट	আতংক঵াদী	xajNkwaqi	আতংক঵াদী	xajNkwaqi		
test	test	test	priSn	परीक्षण	टेस्ट	পরীক্ষণ	priSn	পরীক্ষণ	priSn		
testify	testify	testifi	gwavi qena	गवाही देना	टेसटिफी	গ঵াহী দেনা	gwavi qena	গ঵াহী দেনা	gwavi qena		
testimony	testimony	testimoni	gwavi	गवाही	टेस्टीमोनी	গ঵াহী	gwavi	গ঵াহী	gwavi		
testing	testing	testiNg	priSn	परिक्षण	टेस्टिंग	পরিক্ষণ	priSn	পরিক্ষণ	priSn		
text	text	tekst	mulpaT	मूलपाठ	टेक्स्ट	মূলপাঠ	mulpaT	মূলপাঠ	mulpaT		
than	than	Jan	bzay	बजाय	थान	বজায	bzay	বজায	bzay		
thank	thank	JxiNk	Qnywaq qena	धन्यवाद देना	थैंक	ধন্য঵াদ দেনা	Qnywaq qena	ধন্য঵াদ দেনা	Qnywaq qena		
thanks	thanks	JxiNks	Qnywaq	धन्यवाद	थैंक्स	ধন্য঵াদ	Qnywaq	ধন্য঵াদ	Qnywaq		
that	that	jvj	wv	वह	तहत	঵হ	wv	঵হ	wv		
the	the	Je	the	the	थे	the	the	the	the		
theater	theater	Jietr	Jietr	थिएटर	थिएटर	থিএটর	Jietr	থিএটর	Jietr		
their	their	Jeir	unka	उनका	थेइर	উনকা	unka	উনকা	unka		
them	them	Jm	unve	उन्हें	थम	উন্হেং	unve	উন্হেং	unve		
theme	theme	Jim	Jim	थीम	थीम	থীম	Jim	থীম	Jim		
themselves	themselwes	Jemselwes	Kuq	खुद	थेमसेल्वेस	খুদ	Kuq	খুদ	Kuq		
then	then	Je	fir	फिर	थें	ফির	fir	ফির	fir		
theory	theory	Jyori	liKij	लिखित	थ्योरी	লিখিত	liKij	লিখিত	liKij		
therapy	therapy	Jerepi	cikijsa	चिकित्सा	थेरेपी	চিকিত্সা	cikijsa	চিকিত্সা	cikijsa		
there	there	jere	wva	वहां	तेरे	঵হাং	wva	঵হাং	wva		
therefore	therefore	Jerefore	islie	इसलिए	थेरेफोरे	ইসলিএ	islie	ইসলিএ	islie		
these	these	Ji	in	इन	थी	ইন	in	ইন	in		
they	they	Je	we	वे	थे	঵ে	we	঵ে	we		
thick	thick	Jik	mota	मोटा	थिक	মোটা	mota	মোটা	mota		
thin	thin	Ji	pjla	पतला	थीं	পতলা	pjla	পতলা	pjla		
thing	thing	JiNg	ciz	चीज़	थिंग	চীজ়	ciz	চীজ়	ciz		
think	think	JiNk	soc	सोच	थिंक	সোচ	soc	সোচ	soc		
thinking	thinking	JiNkiNg	wicar	विचार	थिंकिंग	঵িচার	wicar	঵িচার	wicar		
third	third	Jrd	jisra	तीसरा	थर्ड	তীসরা	jisra	তীসরা	jisra		
thirty	thirty	Jrti	jis	तीस	थर्टी	তীস	jis	তীস	jis		
this	this	Jis	yv	यह	थिस	যহ	yv	যহ	yv		
those	those	Tos	we	वे	ठोस	঵ে	we	঵ে	we		
though	though	JouG	yqypi	यद्यपि	थौघ	যদ্যপি	yqypi	যদ্যপি	yqypi		
thought	thought	Jat	soc	सोच	थॉट	সোচ	soc	সোচ	soc		
thousand	thousand	Jauzend	vzar	हज़ार	थाउजेंड	হজ়ার	vzar	হজ়ার	vzar		
threat	threat	Jret	Qmki	धमकी	थ्रेट	ধমকী	Qmki	ধমকী	Qmki		
threaten	threaten	Jretn	Qmki qena	धमकी देना	थ्रेटन	ধমকী দেনা	Qmki qena	ধমকী দেনা	Qmki qena		
three	three	Jri	jin	तीन	थ्री	তীন	jin	তীন	jin		
throat	throat	Jrot	gla	गला	थ्रोट	গলা	gla	গলা	gla		
through	through	Jru	ke maQym se	के माध्यम से	थ्रू	কে মাধ্যম সে	ke maQym se	কে মাধ্যম সে	ke maQym se		
throughout	throughout	JrouGout	vr zgv	हर जगह	थ्रौघोउट	হর জগহ	vr zgv	হর জগহ	vr zgv		
throw	throw	Jro	feNkna	फेंकना	थ्रो	ফেংকনা	feNkna	ফেংকনা	feNkna		
thus	thus	JuS	is prkar	इस प्रकार	थुश	ইস প্রকার	is prkar	ইস প্রকার	is prkar		
ticket	ticket	tikt	tikt	टिकट	टिकट	টিকট	tikt	টিকট	tikt		
tie	tie	tai	banQna	बाँधना	टाई	বাঁধনা	banQna	বাঁধনা	banQna		
tight	tight	tait	jNg	तंग	टाइट	তংগ	jNg	তংগ	jNg		
time	time	taim	smy	समय	टाइम	সময	smy	সময	smy		
tiny	tiny	taini	bvuj Cota	बहुत छोटा	टाइनी	বহুত ছোটা	bvuj Cota	বহুত ছোটা	bvuj Cota		
tip	tip	tip	bKSiS	बख्शीश	टिप	বখ্শীশ	bKSiS	বখ্শীশ	bKSiS		
tire	tire	tayr	Jka qena	थका देना	टायर	থকা দেনা	Jka qena	থকা দেনা	Jka qena		
tired	tired	tayrd	Jka vuxa	थका हुआ	टायर्ड	থকা হুআ	Jka vuxa	থকা হুআ	Jka vuxa		
tissue	tissue	tiSyu	ujk	ऊतक	टिश्यू	ঊতক	ujk	ঊতক	ujk		
title	title	taitl	Sirsk	शीर्षक	टाइटल	শীর্ষক	Sirsk	শীর্ষক	Sirsk		
to	to	jo	prji	प्रति	तो	প্রতি	prji	প্রতি	prji		
tobacco	tobacco	jmbaku	jmbaku	तंबाकू	तंबाकू	তংবাকূ	jmbaku	তংবাকূ	jmbaku		
today	today	tude	xaz	आज	टुडे	আজ	xaz	আজ	xaz		
toe	toe	joe	pxir ki xNguli	पैर की अंगुली	तोए	পৈর কী অংগুলী	pxir ki xNguli	পৈর কী অংগুলী	pxir ki xNguli		
together	together	tugeqr	saJ me	साथ में	टुगेदर	সাথ মেং	saJ me	সাথ মেং	saJ me		
tomato	tomato	tometo	tmatr	टमाटर	टोमेटो	টমাটর	tmatr	টমাটর	tmatr		
tomorrow	tomorrow	tumaro	kl	कल	टुमारो	কল	kl	কল	kl		
tone	tone	ton	sur	सुर	टोन	সুর	sur	সুর	sur		
tongue	tongue	tNg	zuban	जुबान	टंग	জুবান	zuban	জুবান	zuban		
tonight	tonight	tunait	xaz raj	आज रात	टुनाइट	আজ রাত	xaz raj	আজ রাত	xaz raj		
too	too	ju	bvuj	बहुत	तू	বহুত	bvuj	বহুত	bvuj		
tool	tool	tul	ouzar	औजार	टूल	ঔজার	ouzar	ঔজার	ouzar		
tooth	tooth	tuJ	qanj	दाँत	टूथ	দাঁত	qanj	দাঁত	qanj		
top	top	tap	upr	ऊपर	टॉप	ঊপর	upr	ঊপর	upr		
topic	topic	tapik	wisy	विषय	टॉपिक	঵িষয	wisy	঵িষয	wisy		
toss	toss	tas	tas	टॉस	टॉस	ট৉স	tas	ট৉স	tas		
total	total	totl	kul	कुल	टोटल	কুল	kul	কুল	kul		
totally	totally	totli	puri jrv se	पूरी तरह से	टोटली	পূরী তরহ সে	puri jrv se	পূরী তরহ সে	puri jrv se		
touch	touch	tc	sprS	स्पर्श	टच	স্পর্শ	sprS	স্পর্শ	sprS		
tough	tough	tf	kTor	कठोर	टफ	কঠোর	kTor	কঠোর	kTor		
tour	tour	tur	yajra	यात्रा	टूर	যাত্রা	yajra	যাত্রা	yajra		
tourist	tourist	turist	prytk	पर्यटक	टूरिस्ट	পর্যটক	prytk	পর্যটক	prytk		
tournament	tournament	turnament	turnament	टूर्नामेंट	टूर्नामेंट	টূর্নামেংট	turnament	টূর্নামেংট	turnament		
toward	toward	tuwrd	ki or	की ओर	टुवर्ड	কী ওর	ki or	কী ওর	ki or		
towards	towards	tuwrds	ki or	की ओर	टुवर्ड्स	কী ওর	ki or	কী ওর	ki or		
tower	tower	tawr	minar	मीनार	टावर	মীনার	minar	মীনার	minar		
town	town	taun	ngr	नगर	टाउन	নগর	ngr	নগর	ngr		
toy	toy	joy	Kiloune	खिलौने	तोय	খিলৌনে	Kiloune	খিলৌনে	Kiloune		
trace	trace	tres	pja lgana	पता लगाना	ट्रेस	পতা লগানা	pja lgana	পতা লগানা	pja lgana		
track	track	trxik	sNkra rasja	संकरा रास्ता	ट्रैक	সংকরা রাস্তা	sNkra rasja	সংকরা রাস্তা	sNkra rasja		
trade	trade	tred	wyapar	व्यापार	ट्रेड	঵্যাপার	wyapar	঵্যাপার	wyapar		
tradition	tradition	trediSn	prmpra	परंपरा	ट्रेडिशन	পরংপরা	prmpra	পরংপরা	prmpra		
traditional	traditional	trediSnl	prmpragj	परंपरागत	ट्रेडिशनल	পরংপরাগত	prmpragj	পরংপরাগত	prmpragj		
traffic	traffic	trxifik	trxifik	ट्रैफ़िक	ट्रैफिक	ট্রৈফ়িক	trxifik	ট্রৈফ়িক	trxifik		
tragedy	tragedy	trezedi	jrasqi	त्रासदी	ट्रेजेडी	ত্রাসদী	jrasqi	ত্রাসদী	jrasqi		
trail	trail	trel	pgdndi	पगडंडी	ट्रेल	পগডংডী	pgdndi	পগডংডী	pgdndi		
train	train	trxin	rel gadi	रेल गाडी	ट्रैन	রেল গাডী	rel gadi	রেল গাডী	rel gadi		
training	training	treniNg	prSiSn	प्रशिक्षण	ट्रेनिंग	প্রশিক্ষণ	prSiSn	প্রশিক্ষণ	prSiSn		
transfer	transfer	transfr	sJananjrn krna	स्थानांतरण करना	ट्रांसफर	স্থানাংতরণ করনা	sJananjrn krna	স্থানাংতরণ করনা	sJananjrn krna		
